projectId,region,projectManager,impact_category,process_name,score
P-WE-014,West,Alice Brown,WC Insurance,punchlistCompletion,10.61
P-NE-015,Northeast,John Doe,BR Insurance,clientHandover,3.98
P-NE-015,Northeast,John Doe,BR Insurance,finalDocumentation,29.91
P-NE-015,Northeast,John Doe,BR Insurance,financialReconciliation,10.97
P-NE-015,Northeast,John Doe,BR Insurance,punchlistCompletion,11.99
P-NE-015,Northeast,John Doe,CA Insurance,clientHandover,8.91
P-NE-015,Northeast,John Doe,CA Insurance,finalDocumentation,15.79
P-NE-015,Northeast,John Doe,CA Insurance,financialReconciliation,39.99
P-NE-015,Northeast,John Doe,CA Insurance,punchlistCompletion,25.01
P-NE-015,Northeast,John Doe,Cost,clientHandover,26.6
P-NE-015,Northeast,John Doe,Cost,finalDocumentation,25.2
P-NE-015,Northeast,John Doe,Cost,financialReconciliation,34.19
P-NE-015,Northeast,John Doe,Cost,punchlistCompletion,31.2
P-NE-015,Northeast,John Doe,GL Insurance,clientHandover,31.62
P-NE-015,Northeast,John Doe,GL Insurance,finalDocumentation,42.84
P-NE-015,Northeast,John Doe,GL Insurance,financialReconciliation,14.39
P-NE-015,Northeast,John Doe,GL Insurance,punchlistCompletion,17.79
P-NE-015,Northeast,John Doe,Safety,clientHandover,36.15
P-NE-015,Northeast,John Doe,Safety,finalDocumentation,18.24
P-NE-015,Northeast,John Doe,Safety,financialReconciliation,19.45
P-NE-015,Northeast,John Doe,Safety,punchlistCompletion,9.33
P-NE-015,Northeast,John Doe,Schedule,clientHandover,13.48
P-NE-015,Northeast,John Doe,Schedule,finalDocumentation,14.04
P-NE-015,Northeast,John Doe,Schedule,financialReconciliation,2.02
P-NE-015,Northeast,John Doe,Schedule,punchlistCompletion,23.92
P-NE-015,Northeast,John Doe,WC Insurance,clientHandover,35.05
P-NE-015,Northeast,John Doe,WC Insurance,finalDocumentation,30.32
P-NE-015,Northeast,John Doe,WC Insurance,financialReconciliation,37.74
P-NE-015,Northeast,John Doe,WC Insurance,punchlistCompletion,18.41
P-SE-016,Southeast,Jane Smith,BR Insurance,clientHandover,50.0
P-SE-016,Southeast,Jane Smith,BR Insurance,finalDocumentation,38.7
P-SE-016,Southeast,Jane Smith,BR Insurance,financialReconciliation,35.82
P-SE-016,Southeast,Jane Smith,BR Insurance,punchlistCompletion,51.52
P-SE-016,Southeast,Jane Smith,CA Insurance,clientHandover,35.19
P-SE-016,Southeast,Jane Smith,CA Insurance,finalDocumentation,50.66
P-SE-016,Southeast,Jane Smith,CA Insurance,financialReconciliation,43.77
P-SE-016,Southeast,Jane Smith,CA Insurance,punchlistCompletion,39.51
P-SE-016,Southeast,Jane Smith,Cost,clientHandover,17.22
P-SE-016,Southeast,Jane Smith,Cost,finalDocumentation,36.78
P-SE-016,Southeast,Jane Smith,Cost,financialReconciliation,43.24
P-SE-016,Southeast,Jane Smith,Cost,punchlistCompletion,26.76
P-SE-016,Southeast,Jane Smith,GL Insurance,clientHandover,22.01
P-SE-016,Southeast,Jane Smith,GL Insurance,finalDocumentation,27.04
P-SE-016,Southeast,Jane Smith,GL Insurance,financialReconciliation,40.72
P-SE-016,Southeast,Jane Smith,GL Insurance,punchlistCompletion,58.32
P-SE-016,Southeast,Jane Smith,Safety,clientHandover,26.01
P-SE-016,Southeast,Jane Smith,Safety,finalDocumentation,39.04
P-SE-016,Southeast,Jane Smith,Safety,financialReconciliation,13.26
P-SE-016,Southeast,Jane Smith,Safety,punchlistCompletion,39.8
P-SE-016,Southeast,Jane Smith,Schedule,clientHandover,38.85
P-SE-016,Southeast,Jane Smith,Schedule,finalDocumentation,27.58
P-SE-016,Southeast,Jane Smith,Schedule,financialReconciliation,18.78
P-SE-016,Southeast,Jane Smith,Schedule,punchlistCompletion,36.19
P-SE-016,Southeast,Jane Smith,WC Insurance,clientHandover,46.06
P-SE-016,Southeast,Jane Smith,WC Insurance,finalDocumentation,23.97
P-SE-016,Southeast,Jane Smith,WC Insurance,financialReconciliation,32.26
P-SE-016,Southeast,Jane Smith,WC Insurance,punchlistCompletion,47.93
P-MW-017,Midwest,Mike Johnson,BR Insurance,clientHandover,18.36
P-MW-017,Midwest,Mike Johnson,BR Insurance,finalDocumentation,23.61
P-MW-017,Midwest,Mike Johnson,BR Insurance,financialReconciliation,14.04
P-MW-017,Midwest,Mike Johnson,BR Insurance,punchlistCompletion,3.06
P-MW-017,Midwest,Mike Johnson,CA Insurance,clientHandover,32.67
P-MW-017,Midwest,Mike Johnson,CA Insurance,finalDocumentation,15.55
P-MW-017,Midwest,Mike Johnson,CA Insurance,financialReconciliation,15.71
P-MW-017,Midwest,Mike Johnson,CA Insurance,punchlistCompletion,8.24
P-MW-017,Midwest,Mike Johnson,Cost,clientHandover,24.59
P-MW-017,Midwest,Mike Johnson,Cost,finalDocumentation,18.56
P-MW-017,Midwest,Mike Johnson,Cost,financialReconciliation,10.15
P-MW-017,Midwest,Mike Johnson,Cost,punchlistCompletion,10.59
P-MW-017,Midwest,Mike Johnson,GL Insurance,clientHandover,13.79
P-MW-017,Midwest,Mike Johnson,GL Insurance,finalDocumentation,4.1
P-MW-017,Midwest,Mike Johnson,GL Insurance,financialReconciliation,11.87
P-MW-017,Midwest,Mike Johnson,GL Insurance,punchlistCompletion,12.43
P-MW-017,Midwest,Mike Johnson,Safety,clientHandover,8.96
P-MW-017,Midwest,Mike Johnson,Safety,finalDocumentation,23.21
P-MW-017,Midwest,Mike Johnson,Safety,financialReconciliation,19.18
P-MW-017,Midwest,Mike Johnson,Safety,punchlistCompletion,16.12
P-MW-017,Midwest,Mike Johnson,Schedule,clientHandover,24.05
P-MW-017,Midwest,Mike Johnson,Schedule,finalDocumentation,26.75
P-MW-017,Midwest,Mike Johnson,Schedule,financialReconciliation,28.81
P-MW-017,Midwest,Mike Johnson,Schedule,punchlistCompletion,17.98
P-MW-017,Midwest,Mike Johnson,WC Insurance,clientHandover,24.59
P-MW-017,Midwest,Mike Johnson,WC Insurance,finalDocumentation,19.37
P-MW-017,Midwest,Mike Johnson,WC Insurance,financialReconciliation,8.86
P-MW-017,Midwest,Mike Johnson,WC Insurance,punchlistCompletion,5.7
P-WE-018,West,Alice Brown,BR Insurance,clientHandover,23.11
P-WE-018,West,Alice Brown,BR Insurance,finalDocumentation,34.17
P-WE-018,West,Alice Brown,BR Insurance,financialReconciliation,36.7
P-WE-018,West,Alice Brown,BR Insurance,punchlistCompletion,24.6
P-WE-018,West,Alice Brown,CA Insurance,clientHandover,43.58
P-WE-018,West,Alice Brown,CA Insurance,finalDocumentation,45.89
P-WE-018,West,Alice Brown,CA Insurance,financialReconciliation,36.76
P-WE-018,West,Alice Brown,CA Insurance,punchlistCompletion,22.08
P-WE-018,West,Alice Brown,Cost,clientHandover,53.14
P-WE-018,West,Alice Brown,Cost,finalDocumentation,38.22
P-WE-018,West,Alice Brown,Cost,financialReconciliation,37.07
P-WE-018,West,Alice Brown,Cost,punchlistCompletion,23.24
P-WE-018,West,Alice Brown,GL Insurance,clientHandover,34.78
P-WE-018,West,Alice Brown,GL Insurance,finalDocumentation,47.85
P-WE-018,West,Alice Brown,GL Insurance,financialReconciliation,34.82
P-WE-018,West,Alice Brown,GL Insurance,punchlistCompletion,50.13
P-WE-018,West,Alice Brown,Safety,clientHandover,44.9
P-WE-018,West,Alice Brown,Safety,finalDocumentation,49.14
P-WE-018,West,Alice Brown,Safety,financialReconciliation,31.76
P-WE-018,West,Alice Brown,Safety,punchlistCompletion,53.14
P-WE-018,West,Alice Brown,Schedule,clientHandover,47.62
P-WE-018,West,Alice Brown,Schedule,finalDocumentation,40.36
P-WE-018,West,Alice Brown,Schedule,financialReconciliation,51.27
P-WE-018,West,Alice Brown,Schedule,punchlistCompletion,44.82
P-WE-018,West,Alice Brown,WC Insurance,clientHandover,47.17
P-WE-018,West,Alice Brown,WC Insurance,finalDocumentation,37.43
P-WE-018,West,Alice Brown,WC Insurance,financialReconciliation,33.45
P-WE-018,West,Alice Brown,WC Insurance,punchlistCompletion,21.16
P-NE-019,Northeast,John Doe,BR Insurance,clientHandover,12.97
P-NE-019,Northeast,John Doe,BR Insurance,finalDocumentation,31.07
P-NE-019,Northeast,John Doe,BR Insurance,financialReconciliation,42.98
P-NE-019,Northeast,John Doe,BR Insurance,punchlistCompletion,35.17
P-NE-019,Northeast,John Doe,CA Insurance,clientHandover,34.78
P-NE-019,Northeast,John Doe,CA Insurance,finalDocumentation,8.82
P-NE-019,Northeast,John Doe,CA Insurance,financialReconciliation,13.05
P-NE-019,Northeast,John Doe,CA Insurance,punchlistCompletion,14.1
P-NE-019,Northeast,John Doe,Cost,clientHandover,23.07
P-NE-019,Northeast,John Doe,Cost,finalDocumentation,12.01
P-NE-019,Northeast,John Doe,Cost,financialReconciliation,18.47
P-NE-019,Northeast,John Doe,Cost,punchlistCompletion,25.16
P-NE-019,Northeast,John Doe,GL Insurance,clientHandover,34.58
P-NE-019,Northeast,John Doe,GL Insurance,finalDocumentation,23.09
P-NE-019,Northeast,John Doe,GL Insurance,financialReconciliation,13.78
P-NE-019,Northeast,John Doe,GL Insurance,punchlistCompletion,16.28
P-NE-019,Northeast,John Doe,Safety,clientHandover,35.28
P-NE-019,Northeast,John Doe,Safety,finalDocumentation,32.45
P-NE-019,Northeast,John Doe,Safety,financialReconciliation,32.08
P-NE-019,Northeast,John Doe,Safety,punchlistCompletion,17.17
P-NE-019,Northeast,John Doe,Schedule,clientHandover,22.47
P-NE-019,Northeast,John Doe,Schedule,finalDocumentation,5.08
P-NE-019,Northeast,John Doe,Schedule,financialReconciliation,9.43
P-NE-019,Northeast,John Doe,Schedule,punchlistCompletion,29.71
P-NE-019,Northeast,John Doe,WC Insurance,clientHandover,38.25
P-NE-019,Northeast,John Doe,WC Insurance,finalDocumentation,47.0
P-NE-019,Northeast,John Doe,WC Insurance,financialReconciliation,33.01
P-NE-019,Northeast,John Doe,WC Insurance,punchlistCompletion,21.0
P-SE-020,Southeast,Jane Smith,BR Insurance,clientHandover,24.42
P-SE-020,Southeast,Jane Smith,BR Insurance,finalDocumentation,4.97
P-SE-020,Southeast,Jane Smith,BR Insurance,financialReconciliation,34.16
P-SE-020,Southeast,Jane Smith,BR Insurance,punchlistCompletion,31.13
P-SE-020,Southeast,Jane Smith,CA Insurance,clientHandover,16.89
P-SE-020,Southeast,Jane Smith,CA Insurance,finalDocumentation,7.84
P-SE-020,Southeast,Jane Smith,CA Insurance,financialReconciliation,34.31
P-SE-020,Southeast,Jane Smith,CA Insurance,punchlistCompletion,42.35
P-SE-020,Southeast,Jane Smith,Cost,clientHandover,9.58
P-SE-020,Southeast,Jane Smith,Cost,finalDocumentation,11.71
P-SE-020,Southeast,Jane Smith,Cost,financialReconciliation,34.92
P-SE-020,Southeast,Jane Smith,Cost,punchlistCompletion,29.29
P-SE-020,Southeast,Jane Smith,GL Insurance,clientHandover,23.87
P-SE-020,Southeast,Jane Smith,GL Insurance,finalDocumentation,20.48
P-SE-020,Southeast,Jane Smith,GL Insurance,financialReconciliation,46.33
P-SE-020,Southeast,Jane Smith,GL Insurance,punchlistCompletion,35.09
P-SE-020,Southeast,Jane Smith,Safety,clientHandover,1.92
P-SE-020,Southeast,Jane Smith,Safety,finalDocumentation,30.49
P-SE-020,Southeast,Jane Smith,Safety,financialReconciliation,4.89
P-SE-020,Southeast,Jane Smith,Safety,punchlistCompletion,35.73
P-SE-020,Southeast,Jane Smith,Schedule,clientHandover,30.14
P-SE-020,Southeast,Jane Smith,Schedule,finalDocumentation,22.43
P-SE-020,Southeast,Jane Smith,Schedule,financialReconciliation,27.58
P-SE-020,Southeast,Jane Smith,Schedule,punchlistCompletion,9.28
P-SE-020,Southeast,Jane Smith,WC Insurance,clientHandover,27.09
P-SE-020,Southeast,Jane Smith,WC Insurance,finalDocumentation,30.6
P-SE-020,Southeast,Jane Smith,WC Insurance,financialReconciliation,29.62
P-SE-020,Southeast,Jane Smith,WC Insurance,punchlistCompletion,5.04
P-MW-021,Midwest,Mike Johnson,BR Insurance,clientHandover,18.47
P-MW-021,Midwest,Mike Johnson,BR Insurance,finalDocumentation,25.74
P-MW-021,Midwest,Mike Johnson,BR Insurance,financialReconciliation,48.23
P-MW-021,Midwest,Mike Johnson,BR Insurance,punchlistCompletion,49.07
P-MW-021,Midwest,Mike Johnson,CA Insurance,clientHandover,42.41
P-MW-021,Midwest,Mike Johnson,CA Insurance,finalDocumentation,53.27
P-MW-021,Midwest,Mike Johnson,CA Insurance,financialReconciliation,36.59
P-MW-021,Midwest,Mike Johnson,CA Insurance,punchlistCompletion,27.75
P-MW-021,Midwest,Mike Johnson,Cost,clientHandover,58.43
P-MW-021,Midwest,Mike Johnson,Cost,finalDocumentation,53.98
P-MW-021,Midwest,Mike Johnson,Cost,financialReconciliation,24.22
P-MW-021,Midwest,Mike Johnson,Cost,punchlistCompletion,52.89
P-MW-021,Midwest,Mike Johnson,GL Insurance,clientHandover,55.33
P-MW-021,Midwest,Mike Johnson,GL Insurance,finalDocumentation,52.35
P-MW-021,Midwest,Mike Johnson,GL Insurance,financialReconciliation,33.8
P-MW-021,Midwest,Mike Johnson,GL Insurance,punchlistCompletion,61.62
P-MW-021,Midwest,Mike Johnson,Safety,clientHandover,29.42
P-MW-021,Midwest,Mike Johnson,Safety,finalDocumentation,37.42
P-MW-021,Midwest,Mike Johnson,Safety,financialReconciliation,40.29
P-MW-021,Midwest,Mike Johnson,Safety,punchlistCompletion,45.15
P-MW-021,Midwest,Mike Johnson,Schedule,clientHandover,27.65
P-MW-021,Midwest,Mike Johnson,Schedule,finalDocumentation,31.14
P-MW-021,Midwest,Mike Johnson,Schedule,financialReconciliation,34.24
P-MW-021,Midwest,Mike Johnson,Schedule,punchlistCompletion,28.82
P-MW-021,Midwest,Mike Johnson,WC Insurance,clientHandover,46.24
P-MW-021,Midwest,Mike Johnson,WC Insurance,finalDocumentation,38.53
P-MW-021,Midwest,Mike Johnson,WC Insurance,financialReconciliation,34.42
P-MW-021,Midwest,Mike Johnson,WC Insurance,punchlistCompletion,36.34
P-WE-022,West,Alice Brown,BR Insurance,clientHandover,79.88
P-WE-022,West,Alice Brown,BR Insurance,finalDocumentation,73.7
P-WE-022,West,Alice Brown,BR Insurance,financialReconciliation,91.06
P-WE-022,West,Alice Brown,BR Insurance,punchlistCompletion,77.43
P-WE-022,West,Alice Brown,CA Insurance,clientHandover,85.06
P-WE-022,West,Alice Brown,CA Insurance,finalDocumentation,89.12
P-WE-022,West,Alice Brown,CA Insurance,financialReconciliation,87.8
P-WE-022,West,Alice Brown,CA Insurance,punchlistCompletion,86.3
P-WE-022,West,Alice Brown,Cost,clientHandover,97.13
P-WE-022,West,Alice Brown,Cost,finalDocumentation,81.09
P-WE-022,West,Alice Brown,Cost,financialReconciliation,84.17
P-WE-022,West,Alice Brown,Cost,punchlistCompletion,95.15
P-WE-022,West,Alice Brown,GL Insurance,clientHandover,94.92
P-WE-022,West,Alice Brown,GL Insurance,finalDocumentation,80.8
P-WE-022,West,Alice Brown,GL Insurance,financialReconciliation,89.26
P-WE-022,West,Alice Brown,GL Insurance,punchlistCompletion,94.12
P-WE-022,West,Alice Brown,Safety,clientHandover,98.34
P-WE-022,West,Alice Brown,Safety,finalDocumentation,90.44
P-WE-022,West,Alice Brown,Safety,financialReconciliation,68.32
P-WE-022,West,Alice Brown,Safety,punchlistCompletion,76.84
P-WE-022,West,Alice Brown,Schedule,clientHandover,75.46
P-WE-022,West,Alice Brown,Schedule,finalDocumentation,81.37
P-WE-022,West,Alice Brown,Schedule,financialReconciliation,95.53
P-WE-022,West,Alice Brown,Schedule,punchlistCompletion,70.86
P-WE-022,West,Alice Brown,WC Insurance,clientHandover,94.41
P-WE-022,West,Alice Brown,WC Insurance,finalDocumentation,91.65
P-WE-022,West,Alice Brown,WC Insurance,financialReconciliation,86.25
P-WE-022,West,Alice Brown,WC Insurance,punchlistCompletion,90.44
P-NE-023,Northeast,John Doe,BR Insurance,clientHandover,8.96
P-NE-023,Northeast,John Doe,BR Insurance,finalDocumentation,6.2
P-NE-023,Northeast,John Doe,BR Insurance,financialReconciliation,16.49
P-NE-023,Northeast,John Doe,BR Insurance,punchlistCompletion,1.41
P-NE-023,Northeast,John Doe,CA Insurance,clientHandover,5.04
P-NE-023,Northeast,John Doe,CA Insurance,finalDocumentation,32.18
P-NE-023,Northeast,John Doe,CA Insurance,financialReconciliation,23.32
P-NE-023,Northeast,John Doe,CA Insurance,punchlistCompletion,18.71
P-NE-023,Northeast,John Doe,Cost,clientHandover,5.06
P-NE-023,Northeast,John Doe,Cost,finalDocumentation,9.55
P-NE-023,Northeast,John Doe,Cost,financialReconciliation,7.55
P-NE-023,Northeast,John Doe,Cost,punchlistCompletion,5.1
P-NE-023,Northeast,John Doe,GL Insurance,clientHandover,20.41
P-NE-023,Northeast,John Doe,GL Insurance,finalDocumentation,18.92
P-NE-023,Northeast,John Doe,GL Insurance,financialReconciliation,37.13
P-NE-023,Northeast,John Doe,GL Insurance,punchlistCompletion,27.81
P-NE-023,Northeast,John Doe,Safety,clientHandover,6.63
P-NE-023,Northeast,John Doe,Safety,finalDocumentation,14.93
P-NE-023,Northeast,John Doe,Safety,financialReconciliation,5.81
P-NE-023,Northeast,John Doe,Safety,punchlistCompletion,20.82
P-NE-023,Northeast,John Doe,Schedule,clientHandover,8.59
P-NE-023,Northeast,John Doe,Schedule,finalDocumentation,21.89
P-NE-023,Northeast,John Doe,Schedule,financialReconciliation,20.68
P-NE-023,Northeast,John Doe,Schedule,punchlistCompletion,10.26
P-NE-023,Northeast,John Doe,WC Insurance,clientHandover,8.05
P-NE-023,Northeast,John Doe,WC Insurance,finalDocumentation,9.77
P-NE-023,Northeast,John Doe,WC Insurance,financialReconciliation,7.02
P-NE-023,Northeast,John Doe,WC Insurance,punchlistCompletion,4.12
P-SE-024,Southeast,Jane Smith,BR Insurance,clientHandover,33.03
P-SE-024,Southeast,Jane Smith,BR Insurance,finalDocumentation,54.58
P-SE-024,Southeast,Jane Smith,BR Insurance,financialReconciliation,55.63
P-SE-024,Southeast,Jane Smith,BR Insurance,punchlistCompletion,48.25
P-SE-024,Southeast,Jane Smith,CA Insurance,clientHandover,61.41
P-SE-024,Southeast,Jane Smith,CA Insurance,finalDocumentation,47.9
P-SE-024,Southeast,Jane Smith,CA Insurance,financialReconciliation,44.71
P-SE-024,Southeast,Jane Smith,CA Insurance,punchlistCompletion,45.02
P-SE-024,Southeast,Jane Smith,Cost,clientHandover,31.06
P-SE-024,Southeast,Jane Smith,Cost,finalDocumentation,47.78
P-SE-024,Southeast,Jane Smith,Cost,financialReconciliation,36.37
P-SE-024,Southeast,Jane Smith,Cost,punchlistCompletion,46.62
P-SE-024,Southeast,Jane Smith,GL Insurance,clientHandover,37.97
P-SE-024,Southeast,Jane Smith,GL Insurance,finalDocumentation,34.96
P-SE-024,Southeast,Jane Smith,GL Insurance,financialReconciliation,34.14
P-SE-024,Southeast,Jane Smith,GL Insurance,punchlistCompletion,57.18
P-SE-024,Southeast,Jane Smith,Safety,clientHandover,37.03
P-SE-024,Southeast,Jane Smith,Safety,finalDocumentation,58.64
P-SE-024,Southeast,Jane Smith,Safety,financialReconciliation,53.88
P-SE-024,Southeast,Jane Smith,Safety,punchlistCompletion,40.11
P-SE-024,Southeast,Jane Smith,Schedule,clientHandover,45.96
P-SE-024,Southeast,Jane Smith,Schedule,finalDocumentation,57.74
P-SE-024,Southeast,Jane Smith,Schedule,financialReconciliation,57.91
P-SE-024,Southeast,Jane Smith,Schedule,punchlistCompletion,42.64
P-SE-024,Southeast,Jane Smith,WC Insurance,clientHandover,30.74
P-SE-024,Southeast,Jane Smith,WC Insurance,finalDocumentation,48.51
P-SE-024,Southeast,Jane Smith,WC Insurance,financialReconciliation,65.76
P-SE-024,Southeast,Jane Smith,WC Insurance,punchlistCompletion,38.15
P-MW-025,Midwest,Mike Johnson,BR Insurance,clientHandover,35.0
P-MW-025,Midwest,Mike Johnson,BR Insurance,finalDocumentation,37.5
P-MW-025,Midwest,Mike Johnson,BR Insurance,financialReconciliation,41.51
P-MW-025,Midwest,Mike Johnson,BR Insurance,punchlistCompletion,46.96
P-MW-025,Midwest,Mike Johnson,CA Insurance,clientHandover,34.78
P-MW-025,Midwest,Mike Johnson,CA Insurance,finalDocumentation,39.45
P-MW-025,Midwest,Mike Johnson,CA Insurance,financialReconciliation,30.01
P-MW-025,Midwest,Mike Johnson,CA Insurance,punchlistCompletion,50.35
P-MW-025,Midwest,Mike Johnson,Cost,clientHandover,23.44
P-MW-025,Midwest,Mike Johnson,Cost,finalDocumentation,44.6
P-MW-025,Midwest,Mike Johnson,Cost,financialReconciliation,23.31
P-MW-025,Midwest,Mike Johnson,Cost,punchlistCompletion,52.9
P-MW-025,Midwest,Mike Johnson,GL Insurance,clientHandover,29.65
P-MW-025,Midwest,Mike Johnson,GL Insurance,finalDocumentation,18.11
P-MW-025,Midwest,Mike Johnson,GL Insurance,financialReconciliation,41.75
P-MW-025,Midwest,Mike Johnson,GL Insurance,punchlistCompletion,36.02
P-MW-025,Midwest,Mike Johnson,Safety,clientHandover,10.0
P-MW-025,Midwest,Mike Johnson,Safety,finalDocumentation,33.42
P-MW-025,Midwest,Mike Johnson,Safety,financialReconciliation,13.95
P-MW-025,Midwest,Mike Johnson,Safety,punchlistCompletion,13.28
P-MW-025,Midwest,Mike Johnson,Schedule,clientHandover,33.39
P-MW-025,Midwest,Mike Johnson,Schedule,finalDocumentation,48.6
P-MW-025,Midwest,Mike Johnson,Schedule,financialReconciliation,33.84
P-MW-025,Midwest,Mike Johnson,Schedule,punchlistCompletion,21.22
P-MW-025,Midwest,Mike Johnson,WC Insurance,clientHandover,30.16
P-MW-025,Midwest,Mike Johnson,WC Insurance,finalDocumentation,21.26
P-MW-025,Midwest,Mike Johnson,WC Insurance,financialReconciliation,40.12
P-MW-025,Midwest,Mike Johnson,WC Insurance,punchlistCompletion,40.28
P-WE-026,West,Alice Brown,BR Insurance,clientHandover,82.01
P-WE-026,West,Alice Brown,BR Insurance,finalDocumentation,62.65
P-WE-026,West,Alice Brown,BR Insurance,financialReconciliation,92.44
P-WE-026,West,Alice Brown,BR Insurance,punchlistCompletion,97.48
P-WE-026,West,Alice Brown,CA Insurance,clientHandover,72.24
P-WE-026,West,Alice Brown,CA Insurance,finalDocumentation,98.13
P-WE-026,West,Alice Brown,CA Insurance,financialReconciliation,87.55
P-WE-026,West,Alice Brown,CA Insurance,punchlistCompletion,99.98
P-WE-026,West,Alice Brown,Cost,clientHandover,84.49
P-WE-026,West,Alice Brown,Cost,finalDocumentation,69.97
P-WE-026,West,Alice Brown,Cost,financialReconciliation,90.96
P-WE-026,West,Alice Brown,Cost,punchlistCompletion,75.07
P-WE-026,West,Alice Brown,GL Insurance,clientHandover,69.65
P-WE-026,West,Alice Brown,GL Insurance,finalDocumentation,98.11
P-WE-026,West,Alice Brown,GL Insurance,financialReconciliation,83.3
P-WE-026,West,Alice Brown,GL Insurance,punchlistCompletion,83.52
P-WE-026,West,Alice Brown,Safety,clientHandover,83.99
P-WE-026,West,Alice Brown,Safety,finalDocumentation,67.54
P-WE-026,West,Alice Brown,Safety,financialReconciliation,83.55
P-WE-026,West,Alice Brown,Safety,punchlistCompletion,60.97
P-WE-026,West,Alice Brown,Schedule,clientHandover,60.86
P-WE-026,West,Alice Brown,Schedule,finalDocumentation,83.91
P-WE-026,West,Alice Brown,Schedule,financialReconciliation,91.07
P-WE-026,West,Alice Brown,Schedule,punchlistCompletion,94.34
P-WE-026,West,Alice Brown,WC Insurance,clientHandover,70.76
P-WE-026,West,Alice Brown,WC Insurance,finalDocumentation,62.55
P-WE-026,West,Alice Brown,WC Insurance,financialReconciliation,73.57
P-WE-026,West,Alice Brown,WC Insurance,punchlistCompletion,77.85
P-NE-027,Northeast,John Doe,BR Insurance,clientHandover,64.81
P-NE-027,Northeast,John Doe,BR Insurance,finalDocumentation,44.19
P-NE-027,Northeast,John Doe,BR Insurance,financialReconciliation,38.93
P-NE-027,Northeast,John Doe,BR Insurance,punchlistCompletion,38.58
P-NE-027,Northeast,John Doe,CA Insurance,clientHandover,55.31
P-NE-027,Northeast,John Doe,CA Insurance,finalDocumentation,45.17
P-NE-027,Northeast,John Doe,CA Insurance,financialReconciliation,68.52
P-NE-027,Northeast,John Doe,CA Insurance,punchlistCompletion,49.58
P-NE-027,Northeast,John Doe,Cost,clientHandover,56.39
P-NE-027,Northeast,John Doe,Cost,finalDocumentation,67.64
P-NE-027,Northeast,John Doe,Cost,financialReconciliation,54.41
P-NE-027,Northeast,John Doe,Cost,punchlistCompletion,38.26
P-NE-027,Northeast,John Doe,GL Insurance,clientHandover,61.75
P-NE-027,Northeast,John Doe,GL Insurance,finalDocumentation,60.81
P-NE-027,Northeast,John Doe,GL Insurance,financialReconciliation,47.19
P-NE-027,Northeast,John Doe,GL Insurance,punchlistCompletion,68.31
P-NE-027,Northeast,John Doe,Safety,clientHandover,36.33
P-NE-027,Northeast,John Doe,Safety,finalDocumentation,42.67
P-NE-027,Northeast,John Doe,Safety,financialReconciliation,36.92
P-NE-027,Northeast,John Doe,Safety,punchlistCompletion,26.65
P-NE-027,Northeast,John Doe,Schedule,clientHandover,51.06
P-NE-027,Northeast,John Doe,Schedule,finalDocumentation,26.61
P-NE-027,Northeast,John Doe,Schedule,financialReconciliation,43.82
P-NE-027,Northeast,John Doe,Schedule,punchlistCompletion,55.25
P-NE-027,Northeast,John Doe,WC Insurance,clientHandover,50.0
P-NE-027,Northeast,John Doe,WC Insurance,finalDocumentation,39.53
P-NE-027,Northeast,John Doe,WC Insurance,financialReconciliation,60.54
P-NE-027,Northeast,John Doe,WC Insurance,punchlistCompletion,65.81
P-SE-028,Southeast,Jane Smith,BR Insurance,clientHandover,24.7
P-SE-028,Southeast,Jane Smith,BR Insurance,finalDocumentation,59.69
P-SE-028,Southeast,Jane Smith,BR Insurance,financialReconciliation,38.46
P-SE-028,Southeast,Jane Smith,BR Insurance,punchlistCompletion,56.52
P-SE-028,Southeast,Jane Smith,CA Insurance,clientHandover,43.35
P-SE-028,Southeast,Jane Smith,CA Insurance,finalDocumentation,56.29
P-SE-028,Southeast,Jane Smith,CA Insurance,financialReconciliation,51.66
P-SE-028,Southeast,Jane Smith,CA Insurance,punchlistCompletion,42.94
P-SE-028,Southeast,Jane Smith,Cost,clientHandover,33.14
P-SE-028,Southeast,Jane Smith,Cost,finalDocumentation,55.26
P-SE-028,Southeast,Jane Smith,Cost,financialReconciliation,55.4
P-SE-028,Southeast,Jane Smith,Cost,punchlistCompletion,50.02
P-SE-028,Southeast,Jane Smith,GL Insurance,clientHandover,37.57
P-SE-028,Southeast,Jane Smith,GL Insurance,finalDocumentation,32.86
P-SE-028,Southeast,Jane Smith,GL Insurance,financialReconciliation,52.35
P-SE-028,Southeast,Jane Smith,GL Insurance,punchlistCompletion,66.93
P-SE-028,Southeast,Jane Smith,Safety,clientHandover,44.93
P-SE-028,Southeast,Jane Smith,Safety,finalDocumentation,38.97
P-SE-028,Southeast,Jane Smith,Safety,financialReconciliation,34.52
P-SE-028,Southeast,Jane Smith,Safety,punchlistCompletion,54.11
P-SE-028,Southeast,Jane Smith,Schedule,clientHandover,33.47
P-SE-028,Southeast,Jane Smith,Schedule,finalDocumentation,40.7
P-SE-028,Southeast,Jane Smith,Schedule,financialReconciliation,26.5
P-SE-028,Southeast,Jane Smith,Schedule,punchlistCompletion,35.53
P-SE-028,Southeast,Jane Smith,WC Insurance,clientHandover,25.73
P-SE-028,Southeast,Jane Smith,WC Insurance,finalDocumentation,28.34
P-SE-028,Southeast,Jane Smith,WC Insurance,financialReconciliation,44.09
